Var_Name,Var_Label
BYS29H,How often uses computers in math class
BYS29I,How often explains work to math class orally
BYS29J,How often participates in student math discussions
BYS30,Uses computers in math class
BYS31A,How often uses computers to review math work
BYS31B,How often uses computers to solve math problems
BYS31C,How often uses computers for graphing in math class
BYS31D,How often uses computers to practice math drills
BYS31E,How often uses computers to analyze data in math class
BYS31F,How often uses computers to apply learning in math class
BYS31G,How often math teacher uses computer to instruct one-on-one
BYS31H,How often math teacher uses computer to show new topics
BYS32AA,Used computer in 9th grade fall English
BYS32AB,Uses computer in 10th grade fall English
BYS32BA,Used computer in 9th grade spring English
BYS32BB,Uses computer in 10th grade spring English
BYS32CA,Used computer in 9th grade fall science
BYS32CB,Used computer in 10th grade fall science
BYS32DA,Used computer in 9th grade spring science
BYS32DB,Uses computer in 10th grade spring science
BYS32EA,Used computer in 9th grade fall math
BYS32EB,Used computer in 10th grade fall math
BYS32FA,Used computer in 9th grade spring math
BYS32FB,Uses computer in 10th grade spring math
BYS32GA,Used computer in 9th grade fall social studies
BYS32GB,Used computer in 10th grade fall social studies
BYS32HA,Used computer in 9th grade spring social studies
BYS32HB,Uses computer in 10th grade spring social studies
BYS33A,Ever in Advanced Placement program
BYS33B,Ever in International Baccalaureate program
BYS33C,Ever in part-time program at regional vocational school
BYS33D,Ever in a remedial English class
BYS33E,Ever in a remedial math class
BYS33F,Ever in bilingual/bicultural class
BYS33G,Ever in English as Second Language program
BYS33H,Ever in dropout prevention program
BYS33I,Ever in special education program
BYS33J,Ever in distance learning course
BYS33K,Ever in career academy
BYS33L,Ever in program to help prepare for college
BYS34A,Hours/week spent on homework in school
BYS34B,Hours/week spent on homework out of school
BYS35A,Hours/week spent on math homework in school
BYS35B,Hours/week spent on math homework out of school
BYS36A,Hours/week spent on English homework in school
BYS36B,Hours/week spent on English homework out of school
BYS37,Importance of good grades to student
BYS38A,How often goes to class without pencil/paper
BYS38B,How often goes to class without books
BYS38C,How often goes to class without homework done
BYS39A,Played intramural baseball
BYS39B,Played intramural softball
BYS39C,Played intramural basketball
BYS39D,Played intramural football
BYS39E,Played intramural soccer
BYS39F,Played other intramural team sport
BYS39G,Played an individual intramural sport
BYS39H,On intramural cheerleading/drill team
BYS40AA,No interscholastic baseball
BYS40AB,Did not participate in interscholastic baseball
BYS40AC,Played junior varsity baseball
BYS40AD,Played varsity baseball
BYS40AE,Varsity baseball captain/co-captain
BYS40BA,No interscholastic softball
BYS40BB,Did not participate in interscholastic softball
BYS40BC,Played junior varsity softball
BYS40BD,Played varsity softball
BYS40BE,Varsity softball captain/co-captain
BYS40CA,No interscholastic basketball
BYS40CB,Did not participate in interscholastic basketball
BYS40CC,Played junior varsity basketball
BYS40CD,Played varsity basketball
BYS40CE,Varsity basketball captain/co-captain
BYS40DA,No interscholastic football
BYS40DB,Did not participate in interscholastic football
BYS40DC,Played junior varsity football
BYS40DD,Played varsity football
BYS40DE,Varsity football captain/co-captain
BYS40EA,No interscholastic soccer
BYS40EB,Did not participate in interscholastic soccer
BYS40EC,Played junior varsity soccer
BYS40ED,Played varsity soccer
BYS40EE,Varsity soccer captain/co-captain
BYS40FA,No other interscholastic team sport
BYS40FB,Did not participate in other interscholastic team sport
BYS40FC,Played on other junior varsity team
BYS40FD,Played on other varsity team
BYS40FE,Varsity captain/co-captain for other team sport
BYS40GA,No interscholastic individual sport
BYS40GB,Did not participate in interscholastic individual sport
BYS40GC,Played junior varsity individual sport
BYS40GD,Played varsity individual sport
BYS40GE,Varsity captain/co-captain for individual sport
BYS40HA,No interscholastic cheerleading/drill team
BYS40HB,Did not participate on interscholastic cheerleading/drill team
BYS40HC,Participated on junior varsity cheerleading/drill team
BYS40HD,Participated on varsity cheerleading/drill team
BYS40HE,Varsity cheerleading/drill team captain/co-captain
BYS41A,Participated in school band or chorus
BYS41B,Participated in school play or musical
BYS41C,Participated in student government
BYS41D,Participated in academic honor society
BYS41E,Participated in school yearbook or newspaper
BYS41F,Participated in school service clubs
BYS41G,Participated in school academic clubs
BYS41H,Participated in school hobby clubs
BYS41I,Participated in school vocational clubs
BYS42,Hours/week spent on extracurricular activities
BYS43,Hours/week spent reading outside of school
BYS44A,How often visits with friends at local hangout
BYS44B,How often works on hobbies
BYS44C,How often volunteers or performs community service
BYS44D,How often drives or rides around
BYS44E,How often talks on phone with friends
BYS44F,"How often takes music, art, language class"
BYS44G,How often takes sports lessons
BYS44H,How often plays non-school sports
BYS45A,How often uses computer for fun
BYS45B,How often uses computer for school work
BYS45C,How often uses computer to learn on own
BYS46A,Hours/day on computer for school work
BYS46B,Hours/day on computer other than for school
BYS47A,How often uses computer at home
BYS47B,How often uses computer at school
BYS47C,How often uses computer at public library
BYS47D,How often uses computer at friend^s house
BYS47E,How often uses computer at another place
BYS48A,Hours/day spent watching TV/DVD on weekdays
BYS48B,Hours/day spent watching TV/DVD on weekends
BYS49A,Hours/day plays video/computer games on weekdays
BYS49B,Hours/day plays video/computer games on weekends
BYS50,School has library media/resource center
BYS51A,Use of school library for assignments
BYS51B,Use of school library for in-school projects
BYS51C,Use of school library for homework
BYS51D,Use of school library for research papers
BYS51E,Use of school library for leisure reading
BYS51F,Use of school library to read magazines/newspapers
BYS51G,Use of school library to read books for fun
BYS51H,Use of school library for interests outside of school
BYS51I,Use of school library for Internet access
BYS52,How useful are school library reference materials
BYS53A,How helpful is library staff with finding research resources
BYS53B,How helpful is library staff with using databases
BYS53C,How helpful is library staff with using Internet
BYS54A,Importance of being successful in line work
BYS54B,Importance of marrying right person/having happy family
BYS54C,Importance of having lots of money
BYS54D,Importance of having strong friendships
BYS54E,Importance of being able to find steady work
BYS54F,Importance of helping others in community
BYS54G,Importance of giving children better opportunities
BYS54H,Importance of living close to parents/relatives
BYS54I,Importance of getting away from this area
BYS54J,Importance of working to correct inequalities
BYS54K,Importance of having children
BYS54L,Importance of having leisure time
BYS54N,Importance of being expert in field of work
BYS54O,Importance of getting good education
BYS55A,Plans to take the PSAT or PACT
BYS55B,Plans to take SAT or ACT
BYS55C,Plans to take Advanced Placement test
BYS55D,Plans to take the ASVAB
BYS56,How far in school student thinks will get
BYS57,Plans to continue education after high school
BYS58,Type of school plans to attend
BYS59A,Has gone to counselor for college entrance information
BYS59B,Has gone to teacher for college entrance information
BYS59C,Has gone to coach for college entrance information
BYS59D,Has gone to parent for college entrance information
BYS59E,Has gone to friend for college entrance information
BYS59F,Has gone to sibling for college entrance information
BYS59G,Has gone to other relative for college entrance information
BYS59H,Has gone to college publications/websites for entrance information
BYS59I,Has gone to college representatives for entrance information
BYS59J,Has gone to college search guides for entrance information
BYS59K,Did not go to any of these sources
BYS60,Would like to play athletics in college
BYS61,Hopes to receive athletic scholarship for college
BYS62A,Does not like school
BYS62B,Grades are not good enough
BYS62C,Will not need more school for job
BYS62D,Cannot afford school
BYS62E,Would rather work and earn money
BYS62F,Plans to be full-time homemaker
BYS62G,Does not feel school is important
BYS62H,Needs to support family
BYS65A,How far in school mother wants 10th grader to go
BYS65B,How far in school father wants 10th grader to go
BYS66A,Mother^s desire for 10th grader after high school
BYS66B,Father^s desire for 10th grader after high school
BYS66C,Friend^s desire for 10th grader after high school
BYS66D,Close relative^s desire for 10th grader after high school
BYS66E,School counselor^s desire for 10th grader after high school
BYS66F,Favorite teacher^s desire for 10th grader after high school
BYS66G,Coach^s desire for 10th grader after high school
BYS67,English is student^s native language
BYS69A,How often 10th grader speaks native language with mother
BYS69B,How often 10th grader speaks native language with father
BYS69C,How often 10th grader speaks native language with siblings
BYS69D,How often 10th grader speaks native language with friends
BYS70A,How well 10th grader understands spoken English
BYS70B,How well 10th grader speaks English
BYS70C,How well 10th grader reads English
BYS70D,How well 10th grader writes English
BYS71A,Participated in cooperative-education
BYS71B,Participated in internship
BYS71C,Participated in job shadowing/work-site visits
BYS71D,Participated in mentoring
BYS71E,Participated in community service
BYS71F,Participated in school-based enterprise
BYS71G,Did not participate in these work-based learning experiences
BYS72,Ever worked for pay not around house
BYS73,Date last worked for pay
BYS74,Date started current/most recent job
BYS75,How many hours usually works a week
BYS76,How many hours works on the weekend
BYS77,Type of work does on current/most recent job
BYS79,How got current/most recent job
BYS80,How closely related job is to desired job after education
BYS83A,Mother^s highest level of education
BYS83B,Father^s highest level of education
BYS84A,Family has a daily newspaper
BYS84B,Family has regularly received magazine
BYS84C,Family has a computer
BYS84D,Family has access to the Internet
BYS84E,Family has DVD player
BYS84F,Family has an electric dishwasher
BYS84G,Family has a clothes dryer
BYS84H,Family has more than 50 books
BYS84I,Has own room
BYS84J,Family has fax machine
BYS85A,How often parents checks homework
BYS85B,How often parents help with homework
BYS85C,Special privileges given for good grades
BYS85D,Parents limit privileges due to poor grades
BYS85E,Required to work around the house
BYS85F,Parents limit TV watching or video games
BYS85G,Parents limit time with friends
BYS86A,How often discussed school courses with parents
BYS86B,How often discussed school activities with parents
BYS86C,How often discuss things studied in class with parents
BYS86D,How often discussed grades with parents
BYS86E,How often discussed transferring with parents
BYS86F,How often discussed prep for ACT/SAT with parents
BYS86G,How often discussed going to college with parents
BYS86H,How often discussed current events with parents
BYS86I,How often discussed troubling things with parents
BYS87A,Gets totally absorbed in mathematics
BYS87B,Thinks reading is fun
BYS87C,Thinks math is fun
BYS87D,Reads in spare time
BYS87E,Gets totally absorbed in reading
BYS87F,Mathematics is important
BYS88A,Most people can learn to be good at math
BYS88B,Have to be born with ability to be good at math
BYS89A,Can do excellent job on math tests
BYS89B,Can understand difficult math texts
BYS89C,Can understand difficult English texts
BYS89D,Studies to get a good grade
BYS89E,Can learn something really hard
BYS89F,Can understand difficult English class
BYS89G,Remembers most important things when studies
BYS89H,Studies to increase job opportunities
BYS89I,Can do excellent job on English assignments
BYS89J,Works as hard as possible when studies
BYS89K,Can do excellent job on English tests
BYS89L,Can understand difficult math class
BYS89M,Can master skills in English class
BYS89N,Can get no bad grades if decides to
BYS89O,Keeps studying even if material is difficult
BYS89P,Studies to ensure financial security
BYS89Q,Can get no problems wrong if decides to
BYS89R,Can do excellent job on math assignments
BYS89S,Does best to learn what studies
BYS89T,Can learn something well if wants to
BYS89U,Can master math class skills
BYS89V,Puts forth best effort when studying
BYS90A,Important to friends to attend classes regularly
BYS90B,Important to friends to study
BYS90C,Important to friends to play sports
BYS90D,Important to friends to get good grades
BYS90E,Important to friends to be popular with students
BYS90F,Important to friends to finish high school
BYS90G,Important to friends to have steady boy/girlfriend
BYS90H,Important to friends to continue education past high school
BYS90J,Important to friends to do community work
BYS90K,Important to friends to have job
BYS90L,Important to friends to get together with friends
BYS90M,Important to friends to go to parties
BYS90Q,Important to friends to make money
BYS91,Number of close friends who dropped out
BYS92A,Girls should have same opportunities in sports
BYS92B,Some sports should be just for boys
BYS92C,Girls should have own sports teams
BYS92D,Girls should be on same sports teams as boys
BYS94,Has close friends who were friends in 8th grade
BYS96,Observed students betting on sports
BYS97A,Bets were placed with friends
BYS97B,Bets were placed with family members
BYS97C,Bets were placed with bookie
BYS97D,Bets were placed with a website
BYS97E,Bets were placed through other means
BYSCENP,Oct 2001 total school enrollment-administrator quex-categorical
BYSCH1,BRR school weight for replicate 1
BYSCH2,BRR school weight for replicate 2
BYSCH3,BRR school weight for replicate 3
BYSCH4,BRR school weight for replicate 4
BYSCH5,BRR school weight for replicate 5
BYSCH6,BRR school weight for replicate 6
BYSCH7,BRR school weight for replicate 7
BYSCH8,BRR school weight for replicate 8
BYSCH9,BRR school weight for replicate 9
BYSCH10,BRR school weight for replicate 10
BYSCH11,BRR school weight for replicate 11
BYSCH12,BRR school weight for replicate 12
BYSCH13,BRR school weight for replicate 13
BYSCH14,BRR school weight for replicate 14
BYSCH15,BRR school weight for replicate 15
BYSCH16,BRR school weight for replicate 16
BYSCH17,BRR school weight for replicate 17
BYSCH18,BRR school weight for replicate 18
BYSCH19,BRR school weight for replicate 19
BYSCH20,BRR school weight for replicate 20
BYSCH21,BRR school weight for replicate 21
BYSCH22,BRR school weight for replicate 22
BYSCH23,BRR school weight for replicate 23
BYSCH24,BRR school weight for replicate 24
BYSCH25,BRR school weight for replicate 25
BYSCH26,BRR school weight for replicate 26
BYSCH27,BRR school weight for replicate 27
BYSCH28,BRR school weight for replicate 28
BYSCH29,BRR school weight for replicate 29
BYSCH30,BRR school weight for replicate 30
BYSCH31,BRR school weight for replicate 31
BYSCH32,BRR school weight for replicate 32
BYSCH33,BRR school weight for replicate 33
BYSCH34,BRR school weight for replicate 34
BYSCH35,BRR school weight for replicate 35
BYSCH36,BRR school weight for replicate 36
BYSCH37,BRR school weight for replicate 37
BYSCH38,BRR school weight for replicate 38
BYSCH39,BRR school weight for replicate 39
BYSCH40,BRR school weight for replicate 40
BYSCH41,BRR school weight for replicate 41
BYSCH42,BRR school weight for replicate 42
BYSCH43,BRR school weight for replicate 43
BYSCH44,BRR school weight for replicate 44
BYSCH45,BRR school weight for replicate 45
BYSCH46,BRR school weight for replicate 46
BYSCH47,BRR school weight for replicate 47
BYSCH48,BRR school weight for replicate 48
BYSCH49,BRR school weight for replicate 49
BYSCH50,BRR school weight for replicate 50
BYSCH51,BRR school weight for replicate 51
BYSCH52,BRR school weight for replicate 52
BYSCH53,BRR school weight for replicate 53
BYSCH54,BRR school weight for replicate 54
BYSCH55,BRR school weight for replicate 55
BYSCH56,BRR school weight for replicate 56
BYSCH57,BRR school weight for replicate 57
BYSCH58,BRR school weight for replicate 58
BYSCH59,BRR school weight for replicate 59
BYSCH60,BRR school weight for replicate 60
BYSCH61,BRR school weight for replicate 61
BYSCH62,BRR school weight for replicate 62
BYSCH63,BRR school weight for replicate 63
BYSCH64,BRR school weight for replicate 64
BYSCH65,BRR school weight for replicate 65
BYSCH66,BRR school weight for replicate 66
BYSCH67,BRR school weight for replicate 67
BYSCH68,BRR school weight for replicate 68
BYSCH69,BRR school weight for replicate 69
BYSCH70,BRR school weight for replicate 70
BYSCH71,BRR school weight for replicate 71
BYSCH72,BRR school weight for replicate 72
BYSCH73,BRR school weight for replicate 73
BYSCH74,BRR school weight for replicate 74
BYSCH75,BRR school weight for replicate 75
BYSCH76,BRR school weight for replicate 76
BYSCH77,BRR school weight for replicate 77
BYSCH78,BRR school weight for replicate 78
BYSCH79,BRR school weight for replicate 79
BYSCH80,BRR school weight for replicate 80
BYSCH81,BRR school weight for replicate 81
BYSCH82,BRR school weight for replicate 82
BYSCH83,BRR school weight for replicate 83
BYSCH84,BRR school weight for replicate 84
BYSCH85,BRR school weight for replicate 85
BYSCH86,BRR school weight for replicate 86
BYSCH87,BRR school weight for replicate 87
BYSCH88,BRR school weight for replicate 88
BYSCH89,BRR school weight for replicate 89
BYSCH90,BRR school weight for replicate 90
BYSCH91,BRR school weight for replicate 91
BYSCH92,BRR school weight for replicate 92
BYSCH93,BRR school weight for replicate 93
BYSCH94,BRR school weight for replicate 94
BYSCH95,BRR school weight for replicate 95
BYSCH96,BRR school weight for replicate 96
BYSCH97,BRR school weight for replicate 97
BYSCH98,BRR school weight for replicate 98
BYSCH99,BRR school weight for replicate 99
BYSCH100,BRR school weight for replicate 100
BYSCH101,BRR school weight for replicate 101
BYSCH102,BRR school weight for replicate 102
BYSCH103,BRR school weight for replicate 103
BYSCH104,BRR school weight for replicate 104
BYSCH105,BRR school weight for replicate 105
BYSCH106,BRR school weight for replicate 106
BYSCH107,BRR school weight for replicate 107
BYSCH108,BRR school weight for replicate 108
BYSCH109,BRR school weight for replicate 109
BYSCH110,BRR school weight for replicate 110
BYSCH111,BRR school weight for replicate 111
BYSCH112,BRR school weight for replicate 112
BYSCH113,BRR school weight for replicate 113
BYSCH114,BRR school weight for replicate 114
BYSCH115,BRR school weight for replicate 115
BYSCH116,BRR school weight for replicate 116
BYSCH117,BRR school weight for replicate 117
BYSCH118,BRR school weight for replicate 118
BYSCH119,BRR school weight for replicate 119
BYSCH120,BRR school weight for replicate 120
BYSCH121,BRR school weight for replicate 121
BYSCH122,BRR school weight for replicate 122
BYSCH123,BRR school weight for replicate 123
BYSCH124,BRR school weight for replicate 124
BYSCH125,BRR school weight for replicate 125
BYSCH126,BRR school weight for replicate 126
BYSCH127,BRR school weight for replicate 127
BYSCH128,BRR school weight for replicate 128
BYSCH129,BRR school weight for replicate 129
BYSCH130,BRR school weight for replicate 130
BYSCH131,BRR school weight for replicate 131
BYSCH132,BRR school weight for replicate 132
BYSCH133,BRR school weight for replicate 133
BYSCH134,BRR school weight for replicate 134
BYSCH135,BRR school weight for replicate 135
BYSCH136,BRR school weight for replicate 136
BYSCH137,BRR school weight for replicate 137
BYSCH138,BRR school weight for replicate 138
BYSCH139,BRR school weight for replicate 139
BYSCH140,BRR school weight for replicate 140
BYSCH141,BRR school weight for replicate 141
BYSCH142,BRR school weight for replicate 142
BYSCH143,BRR school weight for replicate 143
BYSCH144,BRR school weight for replicate 144
BYSCH145,BRR school weight for replicate 145
BYSCH146,BRR school weight for replicate 146
BYSCH147,BRR school weight for replicate 147
BYSCH148,BRR school weight for replicate 148
BYSCH149,BRR school weight for replicate 149
BYSCH150,BRR school weight for replicate 150
BYSCH151,BRR school weight for replicate 151
BYSCH152,BRR school weight for replicate 152
BYSCH153,BRR school weight for replicate 153
BYSCH154,BRR school weight for replicate 154
BYSCH155,BRR school weight for replicate 155
BYSCH156,BRR school weight for replicate 156
BYSCH157,BRR school weight for replicate 157
BYSCH158,BRR school weight for replicate 158
BYSCH159,BRR school weight for replicate 159
BYSCH160,BRR school weight for replicate 160
BYSCH161,BRR school weight for replicate 161
BYSCH162,BRR school weight for replicate 162
BYSCH163,BRR school weight for replicate 163
BYSCH164,BRR school weight for replicate 164
BYSCH165,BRR school weight for replicate 165
BYSCH166,BRR school weight for replicate 166
BYSCH167,BRR school weight for replicate 167
BYSCH168,BRR school weight for replicate 168
BYSCH169,BRR school weight for replicate 169
BYSCH170,BRR school weight for replicate 170
BYSCH171,BRR school weight for replicate 171
BYSCH172,BRR school weight for replicate 172
BYSCH173,BRR school weight for replicate 173
BYSCH174,BRR school weight for replicate 174
BYSCH175,BRR school weight for replicate 175
BYSCH176,BRR school weight for replicate 176
BYSCH177,BRR school weight for replicate 177
BYSCH178,BRR school weight for replicate 178
BYSCH179,BRR school weight for replicate 179
BYSCH180,BRR school weight for replicate 180
BYSCH181,BRR school weight for replicate 181
BYSCH182,BRR school weight for replicate 182
BYSCH183,BRR school weight for replicate 183
BYSCH184,BRR school weight for replicate 184
BYSCH185,BRR school weight for replicate 185
BYSCH186,BRR school weight for replicate 186
BYSCH187,BRR school weight for replicate 187
BYSCH188,BRR school weight for replicate 188
BYSCH189,BRR school weight for replicate 189
BYSCH190,BRR school weight for replicate 190
BYSCH191,BRR school weight for replicate 191
BYSCH192,BRR school weight for replicate 192
BYSCH193,BRR school weight for replicate 193
BYSCH194,BRR school weight for replicate 194
BYSCH195,BRR school weight for replicate 195
BYSCH196,BRR school weight for replicate 196
BYSCH197,BRR school weight for replicate 197
BYSCH198,BRR school weight for replicate 198
BYSCH199,BRR school weight for replicate 199
BYSCH200,BRR school weight for replicate 200
BYSCHPIM,Imputation flag - BYSCHPRG (BYS26)
BYSCHPRG,High school program reported by student-composite
BYSCHWT,School weight
BYSCHWT,School weights
BYSCMDFG,Base year library media center questionnaire flag
BYSCSAF1,BY school safety index: principal^s perceptions
BYSCSAF2,BY school safety index: student^s perceptions
BYSCTRL,School control
BYSES1,"Socio-economic status composite, v.1"
BYSES1QU,Quartile coding of SES1 variable
BYSES2,"Socio-economic status composite, v.2"
BYSES2QU,Quartile coding of SES2 variable
BYSEX,Sex-composite
BYSEXIM,Imputation flag - BYSEX
BYSF1RCE,1st friend^s race
BYSF2RCE,2nd friend^s race
BYSF3RCE,3rd friend^s race
BYSIBHOM,BY number of in-home siblings
BYSIBSTR,BY in-home sibling structure
BYSOCCER,Interscholastic soccer participation
BYSOFTBL,Interscholastic softball participation
BYSOLOSP,Interscholastic individual sport participation
BYSPANP,Grade span-administrator questionnaire
BYSQSTAT,Base year student questionnaire status
BYSTEXIM,Imputation flag - BYSTEXP (BYS56)
BYSTEXP,How far in school student thinks will get-composite
BYSTLANG,Whether English is student^s native language-composite
BYSTLNG2,Sample member^s English fluency
BYSTLNIM,Imputation flag - BYSTLANG (BYS67)
BYSTPREP,Class preparation scale
BYSTUWT,Student weight
BYTE01,Taught student in fall 2001 (English)
BYTE02,How well remembers student from fall semester (English)
BYTE03,Taught student in spring 2002 (English)
BYTE04,Student usually works hard for good grades (English)
BYTE05,Student relates well to others (English)
BYTE06,Student is exceptionally passive (English)
BYTE07,Student talks with teacher outside of class (English)
BYTE08A,Spoke to parents about poor performance (English)
BYTE08B,Spoke to parents about disruptive behavior (English)
BYTE08C,Spoke to parents about not doing homework (English)
BYTE08D,Spoke to parents about absenteeism (English)
BYTE08E,Spoke to parents about accomplishments (English)
BYTE09,Parents^ level of involvement in academic performance (English)
BYTE10,Difficulty of class for student (English)
BYTE11,Student has disability that affects school work (English)
BYTE12,Student has fallen behind in school work (English)
BYTE12A,Student behind due to health problem (English)
BYTE12B,Student behind due to LEP (English)
BYTE12C,Student behind due to disciplinary action (English)
BYTE12D,Student behind due to lack of effort (English)
BYTE12E,Student behind due to other reason (English)
BYTE13,How often student completes homework (English)
BYTE14,How often student is absent (English)
BYTE15,How often student is tardy (English)
BYTE16,How often student is attentive in class (English)
BYTE17,How often student is disruptive in class (English)
BYTE18A,Spoke to counselor about poor performance (English)
BYTE18B,Spoke to counselor about disruptive behavior (English)
BYTE19,Recommended student for AP/honors classes/academic honors (English)
BYTE20,How far teacher expects student to get in school (English)
BYTE21A,How well student organizes ideas (English)
BYTE21B,How well student uses grammar (English)
BYTE21C,How well student uses appropriate detail (English)
BYTE21D,How well student expresses critical/creative thought (English)
BYTE22,Teacher^s sex (English)
BYTE23,Teacher is Hispanic (English)
BYTE25,Teacher^s year of birth (English)
BYTE26A,Years teaching at elementary level/K-6 (English)
BYTE26B,Years teaching at secondary level/7-12 (English)
BYTE26C,Total years teaching/K-12 (English)
BYTE27,Total years teaching in this school (English)
BYTE28,Employment status in this school/system (English)
BYTE29,Type of certification held in English (English)
BYTE30A,No academic degree held (English)
BYTE30B,Associate degree held (English)
BYTE30C,Bachelor^s degree held (English)
BYTE30D,Education specialist degree held (English)
BYTE30E,Master^s degree held (English)
BYTE30F,Doctorate degree held (English)
BYTE30G,First professional degree held (English)
BYTE31A,Bachelor^s degree major (English)
BYTE31B,Bachelor^s degree minor/2nd major (English)
BYTE32A,Highest graduate degree major (English)
BYTE32B,Highest graduate degree minor/2nd major (English)
BYTE33A,# undergraduate English courses taken (English)
BYTE33B,# graduate English courses taken (English)
BYTE34,If starting over whether would be a teacher again (English)
BYTE35A,How often use computer to create materials (English)
BYTE35B,How often use WWW sites to plan lessons (English)
BYTE35C,How often access model lesson plans from Internet (English)
BYTE35D,How often research teaching on Internet (English)
BYTE35E,How often take professional development courses on Internet (English)
BYTE35F,How often use Internet for colleague discussions (English)
BYTE35G,How often download instructional software from Internet (English)
BYTE35H,How often use computer to give class presentations (English)
BYTE35I,How often use computer for administrative records (English)
BYTE35J,How often use computer to prepare multimedia presentations (English)
BYTE35K,How often use computer to communicate w/colleagues (English)
BYTE35L,How often use computer to communicate w/parents (English)
BYTE35M,How often use computer to communicate w/students (English)
BYTE35N,How often use computer to post homework/information (English)
BYTE36,Hours of training on teaching special education students (English)
BYTE37,Has had eight hours training on teaching LEP students (English)
BYTE38A,Received training in basic computer skills (English)
BYTE38B,Received training in software applications (English)
BYTE38C,Received training in use of Internet (English)
BYTE38D,Received training in use of other technology (English)
BYTE38E,Received training in integrating technology in curriculum (English)
BYTE38F,Received follow-up or advanced training (English)
BYTE39,Days missed teaching during 1st semester (English)
BYTE40,Holds additional full-time job (English)
BYTE41,Additional full-time job related to education (English)
BYTE42,Holds additional part-time job (English)
BYTE43,Additional part-time job related to education (English)
BYTE44A,Importance of home background to student success (English)
BYTE44B,Importance of intellectual ability to student success (English)
BYTE44C,Importance of student^s enthusiasm to student success (English)
BYTE44D,Importance of teacher^s attention to student success (English)
BYTE44E,Importance of teaching methods to student success (English)
BYTE44F,Importance of teacher^s enthusiasm to student success (English)
BYTE47,Date teacher questionnaire completed (English)
BYTEAMSP,Other interscholastic team participation
BYTEAQUA,Student^s perception of teacher-student relationships in the school
BYTEHDEG,Highest degree earned by the English teacher
BYTEQFLG,At least one teacher reported on 10th grader
BYTESTIM,Imputation flag - composite scores
BYTM01,Taught student in fall 2001 (math)
BYTM02,How well remembers student from fall semester (math)
BYTM03,Taught student in spring 2002 (math)
BYTM04,Student usually works hard for good grades (math)
BYTM05,Student relates well to others (math)
BYTM06,Student is exceptionally passive (math)
BYTM07,Student talks with teacher outside of class (math)
BYTM08A,Spoke to parents about poor performance (math)
BYTM08B,Spoke to parents about disruptive behavior (math)
BYTM08C,Spoke to parents about not doing homework (math)
BYTM08D,Spoke to parents about absenteeism (math)
BYTM08E,Spoke to parents about accomplishments (math)
BYTM09,Parents^ level of involvement (math)
BYTM10,Difficulty of class for student (math)
BYTM11,Student has disability that affects school work (math)
BYTM12,Student has fallen behind in school work (math)
BYTM12A,Student behind due to health problem (math)
BYTM12B,Student behind due to LEP (math)
BYTM12C,Student behind due to disciplinary action (math)
BYTM12D,Student behind due to lack of effort (math)
BYTM12E,Student behind due to other reason (math)
BYTM13,How often student completes homework (math)
BYTM14,How often student is absent (math)
BYTM15,How often student is tardy (math)
BYTM16,How often student is attentive in class (math)
BYTM17,How often student is disruptive in class (math)
BYTM18A,Spoke to counselor about poor performance (math)
BYTM18B,Spoke to counselor about disruptive behavior (math)
BYTM19,Recommended student for AP/honors classes/academic honors (math)
BYTM20,How far teacher expects student to get in school (math)
BYTM22,Teacher^s sex (math)
BYTM23,Teacher is Hispanic (math)
BYTM25,Teacher^s year of birth (math)
BYTM26A,Years teaching at elementary level/K-6 (math)
BYTM26B,Years teaching at secondary level/7-12 (math)
BYTM26C,Total years teaching/K-12 (math)
BYTM27,Total years teaching in this school (math)
BYTM28,Employment status in this school/system (math)
BYTM29,Type of certification held in math (math)
BYTM30A,No academic degree held (math)
BYTM30B,Associate degree held (math)
BYTM30C,Bachelor^s degree held (math)
BYTM30D,Education specialist degree held (math)
BYTM30E,Master^s degree held (math)
BYTM30F,Doctorate degree held (math)
BYTM30G,First professional degree held (math)
BYTM31A,Bachelor^s degree major (math)
BYTM31B,Bachelor^s degree minor/2nd major (math)
BYTM32A,Highest graduate degree major (math)
BYTM32B,Highest graduate degree minor/2nd major (math)
BYTM33C,# undergraduate math courses taken (math)
BYTM33D,# graduate math courses taken (math)
BYTM34,If starting over whether would be a teacher again (math)
BYTM35A,How often use computer to create materials (math)
BYTM35B,How often use Web sites to plan lessons (math)
BYTM35C,How often use model lesson plans from Internet (math)
BYTM35D,How often use Internet for research on teaching (math)
BYTM35E,How often take professional development courses via Internet (math)
BYTM35F,How often use Internet for colleague discussions (math)
BYTM35G,How often download instructional software from Internet (math)
BYTM35H,How often use computer to give class presentations (math)
BYTM35I,How often use computer for administrative records (math)
BYTM35J,How often use computer to prepare multimedia presentations (math)
BYTM35K,How often use computer to communicate w/colleagues (math)
BYTM35L,How often use computer to communicate w/parents (math)
BYTM35M,How often use computer to communicate w/students (math)
BYTM35N,How often use computer to post homework/information (math)
BYTM36,Hours of training on teaching special education students (math)
BYTM37,Had eight hours training on teaching LEP students (math)
BYTM38A,Received training in basic computer skills (math)
BYTM38B,Received training in software applications (math)
BYTM38C,Received training in use of Internet (math)
BYTM38D,Received training in use of other technology (math)
BYTM38E,Received training in integrating technology in curriculum (math)
BYTM38F,Received follow-up or advanced training (math)
BYTM39,Days missed teaching during 1st semester (math)
BYTM40,Holds additional full-time job (math)
BYTM41,Additional full-time job related to education (math)
BYTM42,Holds additional part-time job (math)
